Product ID,Product Name,Category,Sub-Category,Total_Units_Sold,Total_Sales,Avg_Units_Per_Order,Avg_Monthly_Units,Profit_Margin_Pct,Volume_Quartile,Inventory_Alert,Recommended_Restock_Qty
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,26.0,3684.71,3.71,2.17,15.61,2,LOW - Plan Restock,7.0
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,26.0,5965.09,3.71,2.17,-4.0,2,LOW - Plan Restock,7.0
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,26.0,669.5,3.71,2.17,35.0,2,LOW - Plan Restock,7.0
OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,26.0,448.77,3.25,2.17,28.91,2,LOW - Plan Restock,7.0
OFF-AR-10000588,Newell 345,Office Supplies,Art,26.0,476.16,2.89,2.17,19.83,2,LOW - Plan Restock,7.0
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,26.0,426.93,5.2,2.17,10.09,2,LOW - Plan Restock,7.0
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,26.0,2645.8,4.33,2.17,3.16,2,LOW - Plan Restock,7.0
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,26.0,952.17,3.71,2.17,5.82,2,LOW - Plan Restock,7.0
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,26.0,105.85,4.33,2.17,20.68,2,LOW - Plan Restock,7.0
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,26.0,1469.16,3.71,2.17,-2.76,2,LOW - Plan Restock,7.0
OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders,26.0,42.11,4.33,2.17,39.64,2,LOW - Plan Restock,7.0
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,26.0,5119.74,3.71,2.17,42.11,2,LOW - Plan Restock,7.0
OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,26.0,165.66,5.2,2.17,45.48,2,LOW - Plan Restock,7.0
OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art,26.0,90.74,5.2,2.17,24.74,2,LOW - Plan Restock,7.0
OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper,26.0,138.53,3.71,2.17,42.71,2,LOW - Plan Restock,7.0
OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage,26.0,3946.66,3.25,2.17,10.63,2,LOW - Plan Restock,7.0
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,26.0,1623.25,4.33,2.17,-21.14,2,LOW - Plan Restock,7.0
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,26.0,5492.89,3.25,2.17,0.27,2,LOW - Plan Restock,7.0
OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders,26.0,83.16,3.71,2.17,12.21,2,LOW - Plan Restock,7.0
OFF-AR-10002375,Newell 351,Office Supplies,Art,26.0,82.66,3.71,2.17,26.75,2,LOW - Plan Restock,7.0
OFF-EN-10001539,Staple envelope,Office Supplies,Envelopes,26.0,196.06,3.71,2.17,45.32,2,LOW - Plan Restock,7.0
OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,26.0,96.65,3.25,2.17,27.85,2,LOW - Plan Restock,7.0
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,26.0,1291.25,4.33,2.17,35.0,2,LOW - Plan Restock,7.0
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,26.0,124.59,6.5,2.17,33.75,2,LOW - Plan Restock,7.0
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings,26.0,125.79,5.2,2.17,16.51,2,LOW - Plan Restock,7.0
TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,26.0,499.75,5.2,2.17,19.92,2,LOW - Plan Restock,7.0
OFF-PA-10003790,Xerox 1991,Office Supplies,Paper,26.0,575.57,4.33,2.17,44.29,2,LOW - Plan Restock,7.0
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,26.0,858.88,2.6,2.17,23.41,2,LOW - Plan Restock,7.0
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,26.0,1579.37,3.71,2.17,20.16,2,LOW - Plan Restock,7.0
OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,25.0,872.26,3.57,2.08,-6.03,2,LOW - Plan Restock,6.0
TEC-AC-10002167,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Technology,Accessories,25.0,357.0,3.13,2.08,6.51,2,LOW - Plan Restock,6.0
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,25.0,2913.91,3.13,2.08,-15.28,2,LOW - Plan Restock,6.0
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,25.0,927.77,4.17,2.08,4.09,2,LOW - Plan Restock,6.0
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,25.0,1154.66,5.0,2.08,4.09,2,LOW - Plan Restock,6.0
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,25.0,135.65,5.0,2.08,32.87,2,LOW - Plan Restock,6.0
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,25.0,106.72,3.13,2.08,44.21,2,LOW - Plan Restock,6.0
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,25.0,1166.44,5.0,2.08,26.65,2,LOW - Plan Restock,6.0
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,25.0,66.57,3.13,2.08,-59.64,2,LOW - Plan Restock,6.0
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,25.0,1757.27,3.57,2.08,-9.45,2,LOW - Plan Restock,6.0
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,25.0,2339.77,2.78,2.08,38.03,2,LOW - Plan Restock,6.0
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,25.0,145.15,3.13,2.08,41.96,2,LOW - Plan Restock,6.0
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,25.0,87.65,3.13,2.08,26.14,2,LOW - Plan Restock,6.0
TEC-PH-10002923,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",Technology,Phones,25.0,739.8,2.5,2.08,8.75,2,LOW - Plan Restock,6.0
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,25.0,665.68,5.0,2.08,6.57,2,LOW - Plan Restock,6.0
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,25.0,4446.18,5.0,2.08,-25.81,2,LOW - Plan Restock,6.0
OFF-PA-10004621,Xerox 212,Office Supplies,Paper,25.0,141.26,3.57,2.08,40.37,2,LOW - Plan Restock,6.0
OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper,25.0,118.52,2.78,2.08,44.33,2,LOW - Plan Restock,6.0
OFF-AR-10004999,Newell 315,Office Supplies,Art,25.0,145.91,4.17,2.08,23.16,2,LOW - Plan Restock,6.0
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,25.0,161.32,4.17,2.08,36.93,2,LOW - Plan Restock,6.0
OFF-PA-10004888,Xerox 217,Office Supplies,Paper,25.0,151.63,3.13,2.08,44.44,2,LOW - Plan Restock,6.0
OFF-AR-10001315,Newell 310,Office Supplies,Art,25.0,38.72,3.57,2.08,19.32,2,LOW - Plan Restock,6.0
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,25.0,2267.97,3.57,2.08,6.54,2,LOW - Plan Restock,6.0
TEC-PH-10000441,VTech DS6151,Technology,Phones,25.0,2746.58,3.13,2.08,17.43,2,LOW - Plan Restock,6.0
OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,25.0,155.52,5.0,2.08,45.83,2,LOW - Plan Restock,6.0
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,25.0,626.54,5.0,2.08,33.88,2,LOW - Plan Restock,6.0
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,25.0,73.7,4.17,2.08,39.73,2,LOW - Plan Restock,6.0
TEC-AC-10002217,ImationÂ Clip USBÂ flash driveÂ - 8 GB,Technology,Accessories,25.0,443.68,3.57,2.08,0.42,2,LOW - Plan Restock,6.0
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,25.0,533.37,3.57,2.08,22.41,2,LOW - Plan Restock,6.0
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,25.0,3317.01,4.17,2.08,-15.98,2,LOW - Plan Restock,6.0
TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,25.0,3059.8,5.0,2.08,37.5,2,LOW - Plan Restock,6.0
OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,25.0,6819.31,4.17,2.08,2.66,2,LOW - Plan Restock,6.0
TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,25.0,1221.81,5.0,2.08,30.85,2,LOW - Plan Restock,6.0
OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,25.0,87.69,4.17,2.08,23.42,2,LOW - Plan Restock,6.0
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,25.0,216.14,3.13,2.08,34.21,2,LOW - Plan Restock,6.0
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones,25.0,1665.8,3.57,2.08,10.71,2,LOW - Plan Restock,6.0
OFF-AR-10001615,Newell 34,Office Supplies,Art,25.0,460.29,3.57,2.08,20.26,2,LOW - Plan Restock,6.0
TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,25.0,199.8,5.0,2.08,8.75,2,LOW - Plan Restock,6.0
OFF-LA-10003720,Avery 487,Office Supplies,Labels,25.0,84.87,3.57,2.08,42.39,2,LOW - Plan Restock,6.0
TEC-CO-10001943,Canon PC-428 Personal Copier,Technology,Copiers,25.0,4119.79,4.17,2.08,35.68,2,LOW - Plan Restock,6.0
OFF-PA-10003228,Xerox 1917,Office Supplies,Paper,25.0,1222.75,5.0,2.08,47.0,2,LOW - Plan Restock,6.0
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,25.0,25.83,4.17,2.08,-19.05,2,LOW - Plan Restock,6.0
OFF-PA-10001593,Xerox 1947,Office Supplies,Paper,25.0,136.34,5.0,2.08,39.69,2,LOW - Plan Restock,6.0
OFF-PA-10001184,Xerox 1903,Office Supplies,Paper,24.0,138.74,4.0,2.0,47.24,2,LOW - Plan Restock,6.0
OFF-LA-10004559,Avery 49,Office Supplies,Labels,24.0,66.82,4.0,2.0,47.24,2,LOW - Plan Restock,6.0
OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,24.0,72.85,4.8,2.0,43.1,2,LOW - Plan Restock,6.0
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,24.0,65.46,3.0,2.0,14.29,2,LOW - Plan Restock,6.0
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,24.0,1501.9,3.0,2.0,16.97,2,LOW - Plan Restock,6.0
OFF-AR-10004269,Newell 31,Office Supplies,Art,24.0,94.99,4.8,2.0,24.87,2,LOW - Plan Restock,6.0
TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,24.0,374.07,6.0,2.0,32.71,2,LOW - Plan Restock,6.0
OFF-SU-10004782,"Elite 5"" Scissors",Office Supplies,Supplies,24.0,179.14,3.43,2.0,20.75,2,LOW - Plan Restock,6.0
OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,Art,24.0,436.48,3.43,2.0,35.64,2,LOW - Plan Restock,6.0
OFF-AR-10003481,Newell 348,Office Supplies,Art,24.0,65.6,4.0,2.0,14.8,2,LOW - Plan Restock,6.0
OFF-PA-10001363,Xerox 1933,Office Supplies,Paper,24.0,294.72,4.8,2.0,47.0,2,LOW - Plan Restock,6.0
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art,24.0,123.81,4.0,2.0,27.55,2,LOW - Plan Restock,6.0
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,24.0,2221.56,6.0,2.0,21.45,2,LOW - Plan Restock,6.0
OFF-ST-10000760,Eldon Fold 'N Roll Cart System,Office Supplies,Storage,24.0,301.97,4.8,2.0,21.11,2,LOW - Plan Restock,6.0
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,24.0,15610.97,4.8,2.0,-4.29,2,LOW - Plan Restock,6.0
TEC-PH-10000486,Plantronics HL10 Handset Lifter,Technology,Phones,24.0,2227.01,8.0,2.0,11.25,2,LOW - Plan Restock,6.0
OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,24.0,38.98,3.0,2.0,48.28,2,LOW - Plan Restock,6.0
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,24.0,1322.17,4.0,2.0,13.03,2,LOW - Plan Restock,6.0
OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,24.0,483.41,4.0,2.0,24.6,2,LOW - Plan Restock,6.0
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,24.0,31.59,3.43,2.0,-22.26,2,LOW - Plan Restock,6.0
OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,24.0,129.17,4.8,2.0,43.33,2,LOW - Plan Restock,6.0
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,24.0,570.78,3.43,2.0,39.43,2,LOW - Plan Restock,6.0
OFF-AR-10000940,Newell 343,Office Supplies,Art,24.0,65.27,3.43,2.0,21.08,2,LOW - Plan Restock,6.0
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,24.0,149.63,4.8,2.0,32.5,2,LOW - Plan Restock,6.0
OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,24.0,338.12,3.43,2.0,18.53,2,LOW - Plan Restock,6.0
OFF-PA-10000061,Xerox 205,Office Supplies,Paper,24.0,150.34,6.0,2.0,46.21,2,LOW - Plan Restock,6.0
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,24.0,139.44,4.8,2.0,31.0,2,LOW - Plan Restock,6.0
FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings,24.0,202.59,4.0,2.0,35.38,2,LOW - Plan Restock,6.0
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,24.0,4544.93,4.8,2.0,-4.23,2,LOW - Plan Restock,6.0
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,24.0,434.56,4.0,2.0,45.36,2,LOW - Plan Restock,6.0
OFF-PA-10001937,Xerox 21,Office Supplies,Paper,24.0,124.42,3.43,2.0,35.0,2,LOW - Plan Restock,6.0
FUR-CH-10003312,Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,24.0,5282.42,4.0,2.0,-18.72,2,LOW - Plan Restock,6.0
OFF-AR-10000122,Newell 314,Office Supplies,Art,24.0,118.3,3.43,2.0,15.09,2,LOW - Plan Restock,6.0
OFF-SU-10001225,Staple remover,Office Supplies,Supplies,24.0,80.22,3.0,2.0,-7.89,2,LOW - Plan Restock,6.0
OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,24.0,353.29,4.0,2.0,26.78,2,LOW - Plan Restock,6.0
OFF-PA-10002036,Xerox 1930,Office Supplies,Paper,24.0,138.67,4.8,2.0,42.8,2,LOW - Plan Restock,6.0
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,24.0,1775.08,4.0,2.0,6.59,2,LOW - Plan Restock,6.0
OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,24.0,69.14,4.0,2.0,3.79,2,LOW - Plan Restock,6.0
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,24.0,1187.56,3.43,2.0,-2.55,2,LOW - Plan Restock,6.0
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,24.0,7582.37,4.0,2.0,10.99,2,LOW - Plan Restock,6.0
OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,24.0,2641.61,3.0,2.0,0.0,2,LOW - Plan Restock,6.0
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,24.0,348.22,4.0,2.0,-0.17,2,LOW - Plan Restock,6.0
OFF-LA-10001297,Avery 473,Office Supplies,Labels,24.0,248.4,4.0,2.0,48.0,2,LOW - Plan Restock,6.0
OFF-AR-10003394,Newell 332,Office Supplies,Art,24.0,67.03,4.8,2.0,23.16,2,LOW - Plan Restock,6.0
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,24.0,1583.8,4.0,2.0,12.73,2,LOW - Plan Restock,6.0
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,24.0,803.69,4.0,2.0,19.62,2,LOW - Plan Restock,6.0
OFF-LA-10002787,Avery 480,Office Supplies,Labels,24.0,89.25,4.0,2.0,47.56,2,LOW - Plan Restock,6.0
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,24.0,147.74,3.0,2.0,46.32,2,LOW - Plan Restock,6.0
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,24.0,1722.2,4.8,2.0,0.92,2,LOW - Plan Restock,6.0
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,24.0,402.98,4.8,2.0,22.86,2,LOW - Plan Restock,6.0
OFF-LA-10004093,Avery 486,Office Supplies,Labels,24.0,168.13,2.67,2.0,44.7,2,LOW - Plan Restock,6.0
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,24.0,1184.23,4.0,2.0,37.89,2,LOW - Plan Restock,6.0
TEC-PH-10004531,AT&T CL2909,Technology,Phones,24.0,1041.81,3.43,2.0,14.72,2,LOW - Plan Restock,6.0
OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,24.0,59.82,4.8,2.0,22.04,2,LOW - Plan Restock,6.0
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,24.0,455.46,3.0,2.0,13.49,2,LOW - Plan Restock,6.0
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,24.0,293.7,6.0,2.0,21.45,2,LOW - Plan Restock,6.0
OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,24.0,1445.26,4.8,2.0,-1.69,2,LOW - Plan Restock,6.0
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones,24.0,4044.39,3.43,2.0,18.13,2,LOW - Plan Restock,6.0
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,24.0,503.28,4.8,2.0,36.0,2,LOW - Plan Restock,6.0
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,24.0,1385.79,3.0,2.0,16.57,2,LOW - Plan Restock,6.0
OFF-PA-10001639,Xerox 203,Office Supplies,Paper,24.0,143.86,4.0,2.0,43.78,2,LOW - Plan Restock,6.0
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,24.0,132.89,2.4,2.0,45.84,2,LOW - Plan Restock,6.0
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,24.0,477.66,4.8,2.0,24.21,2,LOW - Plan Restock,6.0
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,24.0,317.77,3.43,2.0,-1.54,2,LOW - Plan Restock,6.0
OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,24.0,247.62,3.43,2.0,43.4,2,LOW - Plan Restock,6.0
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,24.0,3511.01,3.43,2.0,10.93,2,LOW - Plan Restock,6.0
TEC-PH-10002885,Apple iPhone 5,Technology,Phones,24.0,12996.6,4.0,2.0,12.4,2,LOW - Plan Restock,6.0
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,24.0,4420.06,3.43,2.0,0.93,2,LOW - Plan Restock,6.0
TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,Accessories,24.0,469.4,4.8,2.0,32.04,2,LOW - Plan Restock,6.0
OFF-FA-10002975,Staples,Office Supplies,Fasteners,24.0,77.11,6.0,2.0,36.47,2,LOW - Plan Restock,6.0
OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,24.0,405.96,3.43,2.0,41.68,2,LOW - Plan Restock,6.0
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,24.0,693.95,4.0,2.0,20.71,2,LOW - Plan Restock,6.0
TEC-AC-10000358,ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB,Technology,Accessories,24.0,888.97,4.0,2.0,22.05,2,LOW - Plan Restock,6.0
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,24.0,2064.23,4.8,2.0,-8.39,2,LOW - Plan Restock,6.0
OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,23.0,153.51,3.29,1.92,41.95,2,LOW - Plan Restock,6.0
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,23.0,160.54,4.6,1.92,29.0,2,LOW - Plan Restock,6.0
OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,23.0,2552.54,4.6,1.92,2.0,2,LOW - Plan Restock,6.0
OFF-AR-10003056,Newell 341,Office Supplies,Art,23.0,96.73,3.29,1.92,27.74,2,LOW - Plan Restock,6.0
OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,23.0,143.42,3.29,1.92,38.51,2,LOW - Plan Restock,6.0
OFF-AR-10000246,Newell 318,Office Supplies,Art,23.0,61.72,4.6,1.92,23.33,2,LOW - Plan Restock,6.0
TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,23.0,846.22,3.29,1.92,11.25,2,LOW - Plan Restock,6.0
OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,23.0,269.67,4.6,1.92,31.52,2,LOW - Plan Restock,6.0
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,23.0,6785.14,2.88,1.92,7.29,2,LOW - Plan Restock,6.0
OFF-EN-10001990,Staple envelope,Office Supplies,Envelopes,23.0,130.64,3.83,1.92,47.0,2,LOW - Plan Restock,6.0
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,23.0,86.11,3.29,1.92,35.87,2,LOW - Plan Restock,6.0
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,23.0,3861.06,4.6,1.92,7.5,2,LOW - Plan Restock,6.0
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,23.0,80.49,2.56,1.92,29.76,2,LOW - Plan Restock,6.0
OFF-AR-10000658,Newell 324,Office Supplies,Art,23.0,263.34,3.29,1.92,27.37,2,LOW - Plan Restock,6.0
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,23.0,5801.82,4.6,1.92,-1.15,2,LOW - Plan Restock,6.0
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,23.0,2959.21,3.83,1.92,16.68,2,LOW - Plan Restock,6.0
OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies,Supplies,23.0,166.06,5.75,1.92,19.95,2,LOW - Plan Restock,6.0
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,23.0,2242.03,3.83,1.92,33.65,2,LOW - Plan Restock,6.0
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,23.0,62.95,5.75,1.92,-0.26,2,LOW - Plan Restock,6.0
OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes,23.0,163.5,2.56,1.92,45.19,2,LOW - Plan Restock,6.0
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,23.0,444.6,3.83,1.92,15.74,2,LOW - Plan Restock,6.0
TEC-AC-10001714,LogitechÂ MX Performance Wireless Mouse,Technology,Accessories,23.0,789.82,3.29,1.92,26.82,2,LOW - Plan Restock,6.0
OFF-AR-10001545,Newell 326,Office Supplies,Art,23.0,36.61,3.83,1.92,21.49,2,LOW - Plan Restock,6.0
OFF-PA-10004735,Xerox 1905,Office Supplies,Paper,23.0,146.45,4.6,1.92,47.08,2,LOW - Plan Restock,6.0
OFF-LA-10000262,Avery 494,Office Supplies,Labels,23.0,56.38,3.83,1.92,42.5,2,LOW - Plan Restock,6.0
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,23.0,100.39,5.75,1.92,35.16,2,LOW - Plan Restock,6.0
OFF-AR-10000634,Newell 320,Office Supplies,Art,23.0,81.32,3.29,1.92,11.63,2,LOW - Plan Restock,6.0
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,23.0,513.71,4.6,1.92,24.12,2,LOW - Plan Restock,6.0
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,23.0,270.84,3.83,1.92,39.91,2,LOW - Plan Restock,6.0
